Datum,FinanceGroep,Budget
4/5/2022,Actie,295
4/5/2022,Accommodatie,50
4/5/2022,Scholen alleen entree,300
4/5/2022,Evenementen Scholen,0
4/5/2022,Evenementen met entree,0
4/5/2022,Groepen,0
4/5/2022,Gratis/ <3,105
4/5/2022,Abonnement,400
4/6/2022,Vol betalend,203
4/6/2022,Actie,292
4/6/2022,Accommodatie,50
4/6/2022,Scholen alleen entree,300
4/6/2022,Evenementen Scholen,0
4/6/2022,Evenementen met entree,0
4/6/2022,Groepen,0
4/6/2022,Gratis/ <3,105
4/6/2022,Abonnement,400
4/7/2022,Vol betalend,203
4/7/2022,Actie,292
4/7/2022,Accommodatie,50
4/7/2022,Scholen alleen entree,300
4/7/2022,Evenementen Scholen,0
4/7/2022,Evenementen met entree,0
4/7/2022,Groepen,0
4/7/2022,Gratis/ <3,105
4/7/2022,Abonnement,400
4/8/2022,Vol betalend,203
4/8/2022,Actie,292
4/8/2022,Accommodatie,50
4/8/2022,Scholen alleen entree,300
4/8/2022,Evenementen Scholen,0
4/8/2022,Evenementen met entree,0
4/8/2022,Groepen,0
4/8/2022,Gratis/ <3,105
4/8/2022,Abonnement,400
4/9/2022,Vol betalend,750
4/9/2022,Actie,1035
4/9/2022,Accommodatie,120
4/9/2022,Scholen alleen entree,0
4/9/2022,Evenementen Scholen,0
4/9/2022,Evenementen met entree,0
4/9/2022,Groepen,0
4/9/2022,Gratis/ <3,245
4/9/2022,Abonnement,650
4/10/2022,Vol betalend,1100
4/10/2022,Actie,980
4/10/2022,Accommodatie,140
4/10/2022,Scholen alleen entree,0
4/10/2022,Evenementen Scholen,0
4/10/2022,Evenementen met entree,0
4/10/2022,Groepen,0
4/10/2022,Gratis/ <3,280
4/10/2022,Abonnement,1000
4/11/2022,Vol betalend,270
4/11/2022,Actie,273
4/11/2022,Accommodatie,67
4/11/2022,Scholen alleen entree,300
4/11/2022,Evenementen Scholen,0
4/11/2022,Evenementen met entree,0
4/11/2022,Groepen,0
4/11/2022,Gratis/ <3,140
4/11/2022,Abonnement,400
4/12/2022,Vol betalend,270
4/12/2022,Actie,273
4/12/2022,Accommodatie,67
4/12/2022,Scholen alleen entree,300
4/12/2022,Evenementen Scholen,0
4/12/2022,Evenementen met entree,0
4/12/2022,Groepen,0
4/12/2022,Gratis/ <3,140
4/12/2022,Abonnement,400
4/13/2022,Vol betalend,270
4/13/2022,Actie,273
4/13/2022,Accommodatie,67
4/13/2022,Scholen alleen entree,300
4/13/2022,Evenementen Scholen,0
4/13/2022,Evenementen met entree,0
4/13/2022,Groepen,0
4/13/2022,Gratis/ <3,140
4/13/2022,Abonnement,400
4/14/2022,Vol betalend,270
4/14/2022,Actie,273
4/14/2022,Accommodatie,67
4/14/2022,Scholen alleen entree,300
4/14/2022,Evenementen Scholen,0
4/14/2022,Evenementen met entree,0
4/14/2022,Groepen,0
4/14/2022,Gratis/ <3,140
4/14/2022,Abonnement,400
4/15/2022,Vol betalend,500
4/15/2022,Actie,1440
4/15/2022,Accommodatie,160
4/15/2022,Scholen alleen entree,300
4/15/2022,Evenementen Scholen,0
4/15/2022,Evenementen met entree,0
4/15/2022,Groepen,0
4/15/2022,Gratis/ <3,400
4/15/2022,Abonnement,1200
4/16/2022,Vol betalend,800
4/16/2022,Actie,1440
4/16/2022,Accommodatie,160
4/16/2022,Scholen alleen entree,0
4/16/2022,Evenementen Scholen,0
4/16/2022,Evenementen met entree,0
4/16/2022,Groepen,0
4/16/2022,Gratis/ <3,400
4/16/2022,Abonnement,1200
4/17/2022,Vol betalend,1300
4/17/2022,Actie,2740
4/17/2022,Accommodatie,160
4/17/2022,Scholen alleen entree,0
4/17/2022,Evenementen Scholen,0
4/17/2022,Evenementen met entree,0
4/17/2022,Groepen,0
4/17/2022,Gratis/ <3,400
4/17/2022,Abonnement,1200
4/18/2022,Vol betalend,1300
4/18/2022,Actie,2950
4/18/2022,Accommodatie,150
4/18/2022,Scholen alleen entree,0
4/18/2022,Evenementen Scholen,0
4/18/2022,Evenementen met entree,0
4/18/2022,Groepen,0
4/18/2022,Gratis/ <3,400
4/18/2022,Abonnement,1200
4/19/2022,Vol betalend,270
4/19/2022,Actie,723
4/19/2022,Accommodatie,67
4/19/2022,Scholen alleen entree,300
4/19/2022,Evenementen Scholen,0
4/19/2022,Evenementen met entree,0
4/19/2022,Groepen,0
4/19/2022,Gratis/ <3,140
4/19/2022,Abonnement,400
4/20/2022,Vol betalend,270
4/20/2022,Actie,723
4/20/2022,Accommodatie,67
4/20/2022,Scholen alleen entree,300
4/20/2022,Evenementen Scholen,0
4/20/2022,Evenementen met entree,0
4/20/2022,Groepen,0
4/20/2022,Gratis/ <3,140
4/20/2022,Abonnement,400
4/21/2022,Vol betalend,270
4/21/2022,Actie,723
4/21/2022,Accommodatie,67
4/21/2022,Scholen alleen entree,300
4/21/2022,Evenementen Scholen,0
4/21/2022,Evenementen met entree,0
4/21/2022,Groepen,0
4/21/2022,Gratis/ <3,140
4/21/2022,Abonnement,400
4/22/2022,Vol betalend,270
4/22/2022,Actie,723
4/22/2022,Accommodatie,67
4/22/2022,Scholen alleen entree,300
4/22/2022,Evenementen Scholen,0
4/22/2022,Evenementen met entree,0
4/22/2022,Groepen,0
4/22/2022,Gratis/ <3,140
4/22/2022,Abonnement,400
4/23/2022,Vol betalend,750
4/23/2022,Actie,1020
4/23/2022,Accommodatie,120
4/23/2022,Scholen alleen entree,0
4/23/2022,Evenementen Scholen,0
4/23/2022,Evenementen met entree,0
4/23/2022,Groepen,0
4/23/2022,Gratis/ <3,210
4/23/2022,Abonnement,650
4/24/2022,Vol betalend,800
4/24/2022,Actie,1315
4/24/2022,Accommodatie,140
4/24/2022,Scholen alleen entree,0
4/24/2022,Evenementen Scholen,0
4/24/2022,Evenementen met entree,0
4/24/2022,Groepen,0
4/24/2022,Gratis/ <3,245
4/24/2022,Abonnement,1000
4/25/2022,Vol betalend,270
4/25/2022,Actie,723
4/25/2022,Accommodatie,67
4/25/2022,Scholen alleen entree,300
4/25/2022,Evenementen Scholen,0
4/25/2022,Evenementen met entree,0
4/25/2022,Groepen,0
4/25/2022,Gratis/ <3,140
4/25/2022,Abonnement,400
4/26/2022,Vol betalend,270
4/26/2022,Actie,723
4/26/2022,Accommodatie,67
4/26/2022,Scholen alleen entree,300
4/26/2022,Evenementen Scholen,0
4/26/2022,Evenementen met entree,0
4/26/2022,Groepen,0
4/26/2022,Gratis/ <3,140
4/26/2022,Abonnement,400
4/27/2022,Vol betalend,203
4/27/2022,Actie,412
4/27/2022,Accommodatie,80
4/27/2022,Scholen alleen entree,0
4/27/2022,Evenementen Scholen,0
4/27/2022,Evenementen met entree,0
4/27/2022,Groepen,0
4/27/2022,Gratis/ <3,105
4/27/2022,Abonnement,600
4/28/2022,Vol betalend,270
4/28/2022,Actie,723
4/28/2022,Accommodatie,67
4/28/2022,Scholen alleen entree,300
4/28/2022,Evenementen Scholen,0
4/28/2022,Evenementen met entree,0
4/28/2022,Groepen,0
4/28/2022,Gratis/ <3,140
4/28/2022,Abonnement,400
4/29/2022,Vol betalend,270
4/29/2022,Actie,723
4/29/2022,Accommodatie,67
4/29/2022,Scholen alleen entree,300
4/29/2022,Evenementen Scholen,0
4/29/2022,Evenementen met entree,0
4/29/2022,Groepen,0
4/29/2022,Gratis/ <3,140
4/29/2022,Abonnement,400
4/30/2022,Vol betalend,1360
4/30/2022,Actie,1500
4/30/2022,Accommodatie,160
4/30/2022,Scholen alleen entree,0
4/30/2022,Evenementen Scholen,0
4/30/2022,Evenementen met entree,0
4/30/2022,Groepen,0
4/30/2022,Gratis/ <3,280
4/30/2022,Abonnement,1000
5/1/2022,Vol betalend,1350
5/1/2022,Actie,1745
5/1/2022,Accommodatie,160
5/1/2022,Scholen alleen entree,0
5/1/2022,Evenementen Scholen,0
5/1/2022,Evenementen met entree,0
5/1/2022,Groepen,0
5/1/2022,Gratis/ <3,245
5/1/2022,Abonnement,1000
5/2/2022,Vol betalend,1350
5/2/2022,Actie,1745
5/2/2022,Accommodatie,160
5/2/2022,Scholen alleen entree,0
5/2/2022,Evenementen Scholen,0
5/2/2022,Evenementen met entree,0
5/2/2022,Groepen,0
5/2/2022,Gratis/ <3,245
5/2/2022,Abonnement,1000
5/3/2022,Vol betalend,1350
5/3/2022,Actie,1745
5/3/2022,Accommodatie,160
5/3/2022,Scholen alleen entree,0
5/3/2022,Evenementen Scholen,0
5/3/2022,Evenementen met entree,0
5/3/2022,Groepen,0
5/3/2022,Gratis/ <3,245
5/3/2022,Abonnement,1000
5/4/2022,Vol betalend,1350
5/4/2022,Actie,1745
5/4/2022,Accommodatie,160
5/4/2022,Scholen alleen entree,0
5/4/2022,Evenementen Scholen,0
5/4/2022,Evenementen met entree,0
5/4/2022,Groepen,0
5/4/2022,Gratis/ <3,245
5/4/2022,Abonnement,1000
5/5/2022,Vol betalend,800
5/5/2022,Actie,815
5/5/2022,Accommodatie,140
5/5/2022,Scholen alleen entree,0
5/5/2022,Evenementen Scholen,0
5/5/2022,Evenementen met entree,0
5/5/2022,Groepen,0
5/5/2022,Gratis/ <3,245
5/5/2022,Abonnement,1000
5/6/2022,Vol betalend,1350
5/6/2022,Actie,1745
5/6/2022,Accommodatie,160
5/6/2022,Scholen alleen entree,0
5/6/2022,Evenementen Scholen,0
5/6/2022,Evenementen met entree,0
5/6/2022,Groepen,0
5/6/2022,Gratis/ <3,245
5/6/2022,Abonnement,1000
5/7/2022,Vol betalend,1360
5/7/2022,Actie,1500
5/7/2022,Accommodatie,160
5/7/2022,Scholen alleen entree,0
5/7/2022,Evenementen Scholen,0
5/7/2022,Evenementen met entree,0
5/7/2022,Groepen,0
5/7/2022,Gratis/ <3,280
5/7/2022,Abonnement,1000
5/8/2022,Vol betalend,1360
5/8/2022,Actie,1500
5/8/2022,Accommodatie,160
5/8/2022,Scholen alleen entree,0
5/8/2022,Evenementen Scholen,0
5/8/2022,Evenementen met entree,0
5/8/2022,Groepen,0
5/8/2022,Gratis/ <3,280
5/8/2022,Abonnement,1200
5/9/2022,Vol betalend,388
5/9/2022,Actie,1537
5/9/2022,Accommodatie,100
5/9/2022,Scholen alleen entree,0
5/9/2022,Evenementen Scholen,0
5/9/2022,Evenementen met entree,0
5/9/2022,Groepen,0
5/9/2022,Gratis/ <3,175
5/9/2022,Abonnement,450
5/10/2022,Vol betalend,500
5/10/2022,Actie,1425
5/10/2022,Accommodatie,100
5/10/2022,Scholen alleen entree,0
5/10/2022,Evenementen Scholen,0
5/10/2022,Evenementen met entree,0
5/10/2022,Groepen,0
5/10/2022,Gratis/ <3,175
5/10/2022,Abonnement,450
5/11/2022,Vol betalend,500
5/11/2022,Actie,1425
5/11/2022,Accommodatie,100
5/11/2022,Scholen alleen entree,0
5/11/2022,Evenementen Scholen,0
5/11/2022,Evenementen met entree,0
5/11/2022,Groepen,0
5/11/2022,Gratis/ <3,175
5/11/2022,Abonnement,450
5/12/2022,Vol betalend,500
5/12/2022,Actie,1425
5/12/2022,Accommodatie,100
5/12/2022,Scholen alleen entree,0
5/12/2022,Evenementen Scholen,0
5/12/2022,Evenementen met entree,0
5/12/2022,Groepen,0
5/12/2022,Gratis/ <3,175
5/12/2022,Abonnement,450
5/13/2022,Vol betalend,500
5/13/2022,Actie,1425
5/13/2022,Accommodatie,100
5/13/2022,Scholen alleen entree,0
5/13/2022,Evenementen Scholen,0
5/13/2022,Evenementen met entree,0
5/13/2022,Groepen,0
5/13/2022,Gratis/ <3,175
5/13/2022,Abonnement,450
5/14/2022,Vol betalend,1400
5/14/2022,Actie,1605
5/14/2022,Accommodatie,100
5/14/2022,Scholen alleen entree,0
5/14/2022,Evenementen Scholen,0
5/14/2022,Evenementen met entree,0
5/14/2022,Groepen,0
5/14/2022,Gratis/ <3,245
5/14/2022,Abonnement,650
5/15/2022,Vol betalend,1400
5/15/2022,Actie,1481
5/15/2022,Accommodatie,139
5/15/2022,Scholen alleen entree,0
5/15/2022,Evenementen Scholen,0
5/15/2022,Evenementen met entree,0
5/15/2022,Groepen,0
5/15/2022,Gratis/ <3,280
5/15/2022,Abonnement,1000
5/16/2022,Vol betalend,143
5/16/2022,Actie,102
5/16/2022,Accommodatie,50
5/16/2022,Scholen alleen entree,600
5/16/2022,Evenementen Scholen,0
5/16/2022,Evenementen met entree,0
5/16/2022,Groepen,180
5/16/2022,Gratis/ <3,105
5/16/2022,Abonnement,450
5/17/2022,Vol betalend,143
5/17/2022,Actie,102
5/17/2022,Accommodatie,50
5/17/2022,Scholen alleen entree,600
5/17/2022,Evenementen Scholen,0
5/17/2022,Evenementen met entree,0
5/17/2022,Groepen,180
5/17/2022,Gratis/ <3,105
5/17/2022,Abonnement,450
5/18/2022,Vol betalend,143
5/18/2022,Actie,102
5/18/2022,Accommodatie,50
5/18/2022,Scholen alleen entree,600
5/18/2022,Evenementen Scholen,0
5/18/2022,Evenementen met entree,0
5/18/2022,Groepen,180
5/18/2022,Gratis/ <3,105
5/18/2022,Abonnement,450
5/19/2022,Vol betalend,143
5/19/2022,Actie,102
5/19/2022,Accommodatie,50
5/19/2022,Scholen alleen entree,600
5/19/2022,Evenementen Scholen,0
5/19/2022,Evenementen met entree,0
5/19/2022,Groepen,180
5/19/2022,Gratis/ <3,105
5/19/2022,Abonnement,450
5/20/2022,Vol betalend,143
5/20/2022,Actie,102
5/20/2022,Accommodatie,50
5/20/2022,Scholen alleen entree,600
5/20/2022,Evenementen Scholen,0
5/20/2022,Evenementen met entree,0
5/20/2022,Groepen,180
5/20/2022,Gratis/ <3,105
5/20/2022,Abonnement,450
5/21/2022,Vol betalend,1300
5/21/2022,Actie,1805
5/21/2022,Accommodatie,140
5/21/2022,Scholen alleen entree,0
5/21/2022,Evenementen Scholen,0
5/21/2022,Evenementen met entree,0
5/21/2022,Groepen,0
5/21/2022,Gratis/ <3,105
5/21/2022,Abonnement,650
5/22/2022,Vol betalend,1208
5/22/2022,Actie,1867
5/22/2022,Accommodatie,180
5/22/2022,Scholen alleen entree,0
5/22/2022,Evenementen Scholen,0
5/22/2022,Evenementen met entree,0
5/22/2022,Groepen,0
5/22/2022,Gratis/ <3,245
5/22/2022,Abonnement,1000
5/23/2022,Vol betalend,143
5/23/2022,Actie,102
5/23/2022,Accommodatie,50
5/23/2022,Scholen alleen entree,600
5/23/2022,Evenementen Scholen,0
5/23/2022,Evenementen met entree,0
5/23/2022,Groepen,225
5/23/2022,Gratis/ <3,105
5/23/2022,Abonnement,450
5/24/2022,Vol betalend,173
5/24/2022,Actie,102
5/24/2022,Accommodatie,20
5/24/2022,Scholen alleen entree,600
5/24/2022,Evenementen Scholen,0
5/24/2022,Evenementen met entree,0
5/24/2022,Groepen,225
5/24/2022,Gratis/ <3,105
5/24/2022,Abonnement,450
5/25/2022,Vol betalend,143
5/25/2022,Actie,102
5/25/2022,Accommodatie,50
5/25/2022,Scholen alleen entree,600
5/25/2022,Evenementen Scholen,0
5/25/2022,Evenementen met entree,0
5/25/2022,Groepen,225
5/25/2022,Gratis/ <3,105
5/25/2022,Abonnement,450
5/26/2022,Vol betalend,1500
5/26/2022,Actie,2240
5/26/2022,Accommodatie,50
5/26/2022,Scholen alleen entree,0
5/26/2022,Evenementen Scholen,0
5/26/2022,Evenementen met entree,0
5/26/2022,Groepen,0
5/26/2022,Gratis/ <3,210
5/26/2022,Abonnement,1000
5/27/2022,Vol betalend,1000
5/27/2022,Actie,1745
5/27/2022,Accommodatie,50
5/27/2022,Scholen alleen entree,600
5/27/2022,Evenementen Scholen,0
5/27/2022,Evenementen met entree,0
5/27/2022,Groepen,225
5/27/2022,Gratis/ <3,105
5/27/2022,Abonnement,1000
5/28/2022,Vol betalend,450
5/28/2022,Actie,2300
5/28/2022,Accommodatie,140
5/28/2022,Scholen alleen entree,0
5/28/2022,Evenementen Scholen,0
5/28/2022,Evenementen met entree,0
5/28/2022,Groepen,0
5/28/2022,Gratis/ <3,210
5/28/2022,Abonnement,1000
5/29/2022,Vol betalend,1000
5/29/2022,Actie,2115
5/29/2022,Accommodatie,140
5/29/2022,Scholen alleen entree,0
5/29/2022,Evenementen Scholen,0
5/29/2022,Evenementen met entree,0
5/29/2022,Groepen,0
5/29/2022,Gratis/ <3,245
5/29/2022,Abonnement,1000
5/30/2022,Vol betalend,143
5/30/2022,Actie,376
5/30/2022,Accommodatie,58
5/30/2022,Scholen alleen entree,300
5/30/2022,Evenementen Scholen,0
5/30/2022,Evenementen met entree,0
5/30/2022,Groepen,300
5/30/2022,Gratis/ <3,123
5/30/2022,Abonnement,450
5/31/2022,Vol betalend,143
5/31/2022,Actie,376
5/31/2022,Accommodatie,58
5/31/2022,Scholen alleen entree,300
5/31/2022,Evenementen Scholen,0
5/31/2022,Evenementen met entree,0
5/31/2022,Groepen,300
5/31/2022,Gratis/ <3,123
5/31/2022,Abonnement,450
6/1/2022,Vol betalend,143
6/1/2022,Actie,126
6/1/2022,Accommodatie,58
6/1/2022,Scholen alleen entree,600
6/1/2022,Evenementen Scholen,0
6/1/2022,Evenementen met entree,0
6/1/2022,Groepen,300
6/1/2022,Gratis/ <3,123
6/1/2022,Abonnement,400
6/2/2022,Vol betalend,143
6/2/2022,Actie,126
6/2/2022,Accommodatie,58
6/2/2022,Scholen alleen entree,600
6/2/2022,Evenementen Scholen,0
6/2/2022,Evenementen met entree,0
6/2/2022,Groepen,300
6/2/2022,Gratis/ <3,123
6/2/2022,Abonnement,400
6/3/2022,Vol betalend,143
6/3/2022,Actie,126
6/3/2022,Accommodatie,58
6/3/2022,Scholen alleen entree,600
6/3/2022,Evenementen Scholen,0
6/3/2022,Evenementen met entree,0
6/3/2022,Groepen,300
6/3/2022,Gratis/ <3,123
6/3/2022,Abonnement,400
6/4/2022,Vol betalend,587
6/4/2022,Actie,2000
6/4/2022,Accommodatie,140
6/4/2022,Scholen alleen entree,0
6/4/2022,Evenementen Scholen,0
6/4/2022,Evenementen met entree,0
6/4/2022,Groepen,0
6/4/2022,Gratis/ <3,123
6/4/2022,Abonnement,650
6/5/2022,Vol betalend,1650
6/5/2022,Actie,3250
6/5/2022,Accommodatie,140
6/5/2022,Scholen alleen entree,0
6/5/2022,Evenementen Scholen,0
6/5/2022,Evenementen met entree,0
6/5/2022,Groepen,0
6/5/2022,Gratis/ <3,210
6/5/2022,Abonnement,1000
6/6/2022,Vol betalend,715
6/6/2022,Actie,2900
6/6/2022,Accommodatie,140
6/6/2022,Scholen alleen entree,0
6/6/2022,Evenementen Scholen,0
6/6/2022,Evenementen met entree,0
6/6/2022,Groepen,0
6/6/2022,Gratis/ <3,245
6/6/2022,Abonnement,1000
6/7/2022,Vol betalend,143
6/7/2022,Actie,126
6/7/2022,Accommodatie,58
6/7/2022,Scholen alleen entree,600
6/7/2022,Evenementen Scholen,0
6/7/2022,Evenementen met entree,0
6/7/2022,Groepen,300
6/7/2022,Gratis/ <3,122.5
6/7/2022,Abonnement,400
6/8/2022,Vol betalend,143
6/8/2022,Actie,126
6/8/2022,Accommodatie,58
6/8/2022,Scholen alleen entree,600
6/8/2022,Evenementen Scholen,0
6/8/2022,Evenementen met entree,0
6/8/2022,Groepen,300
6/8/2022,Gratis/ <3,123
6/8/2022,Abonnement,400
6/9/2022,Vol betalend,143
6/9/2022,Actie,126
6/9/2022,Accommodatie,58
6/9/2022,Scholen alleen entree,600
6/9/2022,Evenementen Scholen,0
6/9/2022,Evenementen met entree,0
6/9/2022,Groepen,300
6/9/2022,Gratis/ <3,123
6/9/2022,Abonnement,400
6/10/2022,Vol betalend,143
6/10/2022,Actie,426
6/10/2022,Accommodatie,58
6/10/2022,Scholen alleen entree,600
6/10/2022,Evenementen Scholen,0
6/10/2022,Evenementen met entree,0
6/10/2022,Groepen,0
6/10/2022,Gratis/ <3,123
6/10/2022,Abonnement,400
6/11/2022,Vol betalend,1100
6/11/2022,Actie,1920
6/11/2022,Accommodatie,120
6/11/2022,Scholen alleen entree,0
6/11/2022,Evenementen Scholen,0
6/11/2022,Evenementen met entree,0
6/11/2022,Groepen,0
6/11/2022,Gratis/ <3,210
6/11/2022,Abonnement,650
6/12/2022,Vol betalend,1600
6/12/2022,Actie,2115
6/12/2022,Accommodatie,140
6/12/2022,Scholen alleen entree,0
6/12/2022,Evenementen Scholen,0
6/12/2022,Evenementen met entree,0
6/12/2022,Groepen,0
6/12/2022,Gratis/ <3,245
6/12/2022,Abonnement,900
6/13/2022,Vol betalend,143
6/13/2022,Actie,126
6/13/2022,Accommodatie,58
6/13/2022,Scholen alleen entree,600
6/13/2022,Evenementen Scholen,0
6/13/2022,Evenementen met entree,0
6/13/2022,Groepen,300
6/13/2022,Gratis/ <3,123
6/13/2022,Abonnement,400
6/14/2022,Vol betalend,143
6/14/2022,Actie,126
6/14/2022,Accommodatie,58
6/14/2022,Scholen alleen entree,600
6/14/2022,Evenementen Scholen,0
6/14/2022,Evenementen met entree,0
6/14/2022,Groepen,300
6/14/2022,Gratis/ <3,123
6/14/2022,Abonnement,400
6/15/2022,Vol betalend,143
6/15/2022,Actie,126
6/15/2022,Accommodatie,58
6/15/2022,Scholen alleen entree,600
6/15/2022,Evenementen Scholen,0
6/15/2022,Evenementen met entree,0
6/15/2022,Groepen,300
6/15/2022,Gratis/ <3,123
6/15/2022,Abonnement,400
6/16/2022,Vol betalend,126
6/16/2022,Actie,143
6/16/2022,Accommodatie,58
6/16/2022,Scholen alleen entree,600
6/16/2022,Evenementen Scholen,0
6/16/2022,Evenementen met entree,0
6/16/2022,Groepen,300
6/16/2022,Gratis/ <3,123
6/16/2022,Abonnement,400
6/17/2022,Vol betalend,126
6/17/2022,Actie,443
6/17/2022,Accommodatie,58
6/17/2022,Scholen alleen entree,600
6/17/2022,Evenementen Scholen,0
6/17/2022,Evenementen met entree,0
6/17/2022,Groepen,0
6/17/2022,Gratis/ <3,123
6/17/2022,Abonnement,400
6/18/2022,Vol betalend,1100
6/18/2022,Actie,1900
6/18/2022,Accommodatie,120
6/18/2022,Scholen alleen entree,0
6/18/2022,Evenementen Scholen,0
6/18/2022,Evenementen met entree,0
6/18/2022,Groepen,0
6/18/2022,Gratis/ <3,230
6/18/2022,Abonnement,650
6/19/2022,Vol betalend,1317
6/19/2022,Actie,2115
6/19/2022,Accommodatie,160
6/19/2022,Scholen alleen entree,0
6/19/2022,Evenementen Scholen,0
6/19/2022,Evenementen met entree,0
6/19/2022,Groepen,0
6/19/2022,Gratis/ <3,208
6/19/2022,Abonnement,1200
6/20/2022,Vol betalend,126
6/20/2022,Actie,243
6/20/2022,Accommodatie,58
6/20/2022,Scholen alleen entree,560
6/20/2022,Evenementen Scholen,0
6/20/2022,Evenementen met entree,0
6/20/2022,Groepen,240
6/20/2022,Gratis/ <3,123
6/20/2022,Abonnement,400
6/21/2022,Vol betalend,126
6/21/2022,Actie,243
6/21/2022,Accommodatie,58
6/21/2022,Scholen alleen entree,560
6/21/2022,Evenementen Scholen,0
6/21/2022,Evenementen met entree,0
6/21/2022,Groepen,240
6/21/2022,Gratis/ <3,123
6/21/2022,Abonnement,400
6/22/2022,Vol betalend,126
6/22/2022,Actie,243
6/22/2022,Accommodatie,58
6/22/2022,Scholen alleen entree,560
6/22/2022,Evenementen Scholen,0
6/22/2022,Evenementen met entree,0
6/22/2022,Groepen,240
6/22/2022,Gratis/ <3,123
6/22/2022,Abonnement,400
6/23/2022,Vol betalend,126
6/23/2022,Actie,243
6/23/2022,Accommodatie,58
6/23/2022,Scholen alleen entree,560
6/23/2022,Evenementen Scholen,0
6/23/2022,Evenementen met entree,0
6/23/2022,Groepen,240
6/23/2022,Gratis/ <3,123
6/23/2022,Abonnement,400
6/24/2022,Vol betalend,126
6/24/2022,Actie,243
6/24/2022,Accommodatie,58
6/24/2022,Scholen alleen entree,560
6/24/2022,Evenementen Scholen,0
6/24/2022,Evenementen met entree,0
6/24/2022,Groepen,240
6/24/2022,Gratis/ <3,123
6/24/2022,Abonnement,400
6/25/2022,Vol betalend,1120
6/25/2022,Actie,1900
6/25/2022,Accommodatie,120
6/25/2022,Scholen alleen entree,0
6/25/2022,Evenementen Scholen,0
6/25/2022,Evenementen met entree,0
6/25/2022,Groepen,0
6/25/2022,Gratis/ <3,210
6/25/2022,Abonnement,650
6/26/2022,Vol betalend,1120
6/26/2022,Actie,2095
6/26/2022,Accommodatie,140
6/26/2022,Scholen alleen entree,0
6/26/2022,Evenementen Scholen,0
6/26/2022,Evenementen met entree,0
6/26/2022,Groepen,0
6/26/2022,Gratis/ <3,245
6/26/2022,Abonnement,900
6/27/2022,Vol betalend,201
6/27/2022,Actie,318
6/27/2022,Accommodatie,58
6/27/2022,Scholen alleen entree,410
6/27/2022,Evenementen Scholen,0
6/27/2022,Evenementen met entree,0
6/27/2022,Groepen,240
6/27/2022,Gratis/ <3,123
6/27/2022,Abonnement,400
6/28/2022,Vol betalend,201
6/28/2022,Actie,318
6/28/2022,Accommodatie,58
6/28/2022,Scholen alleen entree,410
6/28/2022,Evenementen Scholen,0
6/28/2022,Evenementen met entree,0
6/28/2022,Groepen,240
6/28/2022,Gratis/ <3,123
6/28/2022,Abonnement,400
6/29/2022,Vol betalend,201
6/29/2022,Actie,318
6/29/2022,Accommodatie,58
6/29/2022,Scholen alleen entree,410
6/29/2022,Evenementen Scholen,0
6/29/2022,Evenementen met entree,0
