AccessGroupId;Description;Date;NumberOfUsedEntrances
29;Abonnement WILDLANDS;2020-06-29;194
27;Acties Joint Promotions gesloten e-tickets;2020-06-29;283
31;Acties Joint Promotions open Overig;2020-06-29;12
30;Inkoop Overig;2020-06-29;2
32;Acties Joint Promotions gesloten Overig;2020-06-29;22
1;Vol betalend;2020-06-30;76
5;Gratis;2020-06-30;12
6;Accommodatiehouder e-tickets;2020-06-30;45
20;Acties Overig;2020-06-30;6
8;Abonnement;2020-06-30;3
21;Accommodatiehouder meerdagenpas;2020-06-30;2
19;Acties E-Ticket;2020-06-30;526
23;Inkoop E-tickets;2020-06-30;138
22;Acties Joint Promotions Open e-tickets;2020-06-30;177
26;Entree Scholen WILDLANDS;2020-06-30;10
24;Gratis E-Tickets;2020-06-30;1324
28;Entree Groepen WILDLANDS;2020-06-30;29
27;Acties Joint Promotions gesloten e-tickets;2020-06-30;205
29;Abonnement WILDLANDS;2020-06-30;162
30;Inkoop Overig;2020-06-30;2
31;Acties Joint Promotions open Overig;2020-06-30;8
5;Gratis;2020-07-01;1
1;Vol betalend;2020-07-01;40
8;Abonnement;2020-07-01;7
6;Accommodatiehouder e-tickets;2020-07-01;61
21;Accommodatiehouder meerdagenpas;2020-07-01;1
19;Acties E-Ticket;2020-07-01;499
23;Inkoop E-tickets;2020-07-01;188
20;Acties Overig;2020-07-01;22
24;Gratis E-Tickets;2020-07-01;1349
22;Acties Joint Promotions Open e-tickets;2020-07-01;158
29;Abonnement WILDLANDS;2020-07-01;222
27;Acties Joint Promotions gesloten e-tickets;2020-07-01;179
31;Acties Joint Promotions open Overig;2020-07-01;11
30;Inkoop Overig;2020-07-01;3
32;Acties Joint Promotions gesloten Overig;2020-07-01;2
1;Vol betalend;2020-07-02;53
2;Groepen;2020-07-02;2
6;Accommodatiehouder e-tickets;2020-07-02;33
5;Gratis;2020-07-02;6
8;Abonnement;2020-07-02;7
20;Acties Overig;2020-07-02;8
19;Acties E-Ticket;2020-07-02;372
23;Inkoop E-tickets;2020-07-02;126
22;Acties Joint Promotions Open e-tickets;2020-07-02;103
29;Abonnement WILDLANDS;2020-07-02;154
24;Gratis E-Tickets;2020-07-02;1040
31;Acties Joint Promotions open Overig;2020-07-02;15
27;Acties Joint Promotions gesloten e-tickets;2020-07-02;123
30;Inkoop Overig;2020-07-02;3
32;Acties Joint Promotions gesloten Overig;2020-07-02;2
5;Gratis;2020-07-03;19
1;Vol betalend;2020-07-03;58
8;Abonnement;2020-07-03;16
6;Accommodatiehouder e-tickets;2020-07-03;89
21;Accommodatiehouder meerdagenpas;2020-07-03;8
19;Acties E-Ticket;2020-07-03;648
23;Inkoop E-tickets;2020-07-03;272
20;Acties Overig;2020-07-03;45
24;Gratis E-Tickets;2020-07-03;1948
22;Acties Joint Promotions Open e-tickets;2020-07-03;265
29;Abonnement WILDLANDS;2020-07-03;410
27;Acties Joint Promotions gesloten e-tickets;2020-07-03;282
31;Acties Joint Promotions open Overig;2020-07-03;44
28;Entree Groepen WILDLANDS;2020-07-03;26
32;Acties Joint Promotions gesloten Overig;2020-07-03;6
5;Gratis;2020-07-04;2
1;Vol betalend;2020-07-04;44
8;Abonnement;2020-07-04;7
6;Accommodatiehouder e-tickets;2020-07-04;33
21;Accommodatiehouder meerdagenpas;2020-07-04;14
19;Acties E-Ticket;2020-07-04;761
23;Inkoop E-tickets;2020-07-04;522
20;Acties Overig;2020-07-04;16
29;Abonnement WILDLANDS;2020-07-04;374
22;Acties Joint Promotions Open e-tickets;2020-07-04;244
31;Acties Joint Promotions open Overig;2020-07-04;36
24;Gratis E-Tickets;2020-07-04;2443
27;Acties Joint Promotions gesloten e-tickets;2020-07-04;325
30;Inkoop Overig;2020-07-04;3
1;Vol betalend;2020-07-05;68
5;Gratis;2020-07-05;2
6;Accommodatiehouder e-tickets;2020-07-05;31
8;Abonnement;2020-07-05;39
20;Acties Overig;2020-07-05;45
19;Acties E-Ticket;2020-07-05;766
22;Acties Joint Promotions Open e-tickets;2020-07-05;247
21;Accommodatiehouder meerdagenpas;2020-07-05;16
23;Inkoop E-tickets;2020-07-05;465
24;Gratis E-Tickets;2020-07-05;2748
28;Entree Groepen WILDLANDS;2020-07-05;4
27;Acties Joint Promotions gesloten e-tickets;2020-07-05;278
31;Acties Joint Promotions open Overig;2020-07-05;24
29;Abonnement WILDLANDS;2020-07-05;856
32;Acties Joint Promotions gesloten Overig;2020-07-05;20
1;Vol betalend;2020-07-06;74
5;Gratis;2020-07-06;2
6;Accommodatiehouder e-tickets;2020-07-06;34
8;Abonnement;2020-07-06;20
20;Acties Overig;2020-07-06;12
19;Acties E-Ticket;2020-07-06;657
22;Acties Joint Promotions Open e-tickets;2020-07-06;176
21;Accommodatiehouder meerdagenpas;2020-07-06;7
23;Inkoop E-tickets;2020-07-06;289
24;Gratis E-Tickets;2020-07-06;1653
28;Entree Groepen WILDLANDS;2020-07-06;27
27;Acties Joint Promotions gesloten e-tickets;2020-07-06;280
30;Inkoop Overig;2020-07-06;5
29;Abonnement WILDLANDS;2020-07-06;366
31;Acties Joint Promotions open Overig;2020-07-06;3
5;Gratis;2020-07-07;5
1;Vol betalend;2020-07-07;170
8;Abonnement;2020-07-07;22
6;Accommodatiehouder e-tickets;2020-07-07;100
19;Acties E-Ticket;2020-07-07;1098
20;Acties Overig;2020-07-07;32
21;Accommodatiehouder meerdagenpas;2020-07-07;13
22;Acties Joint Promotions Open e-tickets;2020-07-07;324
24;Gratis E-Tickets;2020-07-07;3472
23;Inkoop E-tickets;2020-07-07;535
27;Acties Joint Promotions gesloten e-tickets;2020-07-07;637
30;Inkoop Overig;2020-07-07;25
29;Abonnement WILDLANDS;2020-07-07;481
31;Acties Joint Promotions open Overig;2020-07-07;54
32;Acties Joint Promotions gesloten Overig;2020-07-07;7
2;Groepen;2020-07-08;29
1;Vol betalend;2020-07-08;60
5;Gratis;2020-07-08;11
6;Accommodatiehouder e-tickets;2020-07-08;78
20;Acties Overig;2020-07-08;34
8;Abonnement;2020-07-08;4
23;Inkoop E-tickets;2020-07-08;425
19;Acties E-Ticket;2020-07-08;809
28;Entree Groepen WILDLANDS;2020-07-08;16
21;Accommodatiehouder meerdagenpas;2020-07-08;8
31;Acties Joint Promotions open Overig;2020-07-08;31
22;Acties Joint Promotions Open e-tickets;2020-07-08;261
24;Gratis E-Tickets;2020-07-08;2685
27;Acties Joint Promotions gesloten e-tickets;2020-07-08;412
29;Abonnement WILDLANDS;2020-07-08;471
30;Inkoop Overig;2020-07-08;4
5;Gratis;2020-07-09;19
1;Vol betalend;2020-07-09;28
6;Accommodatiehouder e-tickets;2020-07-09;60
20;Acties Overig;2020-07-09;18
8;Abonnement;2020-07-09;5
23;Inkoop E-tickets;2020-07-09;317
19;Acties E-Ticket;2020-07-09;589
28;Entree Groepen WILDLANDS;2020-07-09;11
21;Accommodatiehouder meerdagenpas;2020-07-09;4
30;Inkoop Overig;2020-07-09;12
22;Acties Joint Promotions Open e-tickets;2020-07-09;224
31;Acties Joint Promotions open Overig;2020-07-09;7
24;Gratis E-Tickets;2020-07-09;1896
27;Acties Joint Promotions gesloten e-tickets;2020-07-09;315
29;Abonnement WILDLANDS;2020-07-09;306
5;Gratis;2020-07-10;9
1;Vol betalend;2020-07-10;59
8;Abonnement;2020-07-10;24
6;Accommodatiehouder e-tickets;2020-07-10;29
21;Accommodatiehouder meerdagenpas;2020-07-10;5
19;Acties E-Ticket;2020-07-10;543
23;Inkoop E-tickets;2020-07-10;320
20;Acties Overig;2020-07-10;25
24;Gratis E-Tickets;2020-07-10;1902
22;Acties Joint Promotions Open e-tickets;2020-07-10;188
29;Abonnement WILDLANDS;2020-07-10;385
27;Acties Joint Promotions gesloten e-tickets;2020-07-10;247
31;Acties Joint Promotions open Overig;2020-07-10;34
28;Entree Groepen WILDLANDS;2020-07-10;15
30;Inkoop Overig;2020-07-10;4
1;Vol betalend;2020-07-11;92
2;Groepen;2020-07-11;1
6;Accommodatiehouder e-tickets;2020-07-11;94
5;Gratis;2020-07-11;15
8;Abonnement;2020-07-11;13
20;Acties Overig;2020-07-11;37
19;Acties E-Ticket;2020-07-11;1181
21;Accommodatiehouder meerdagenpas;2020-07-11;10
22;Acties Joint Promotions Open e-tickets;2020-07-11;534
23;Inkoop E-tickets;2020-07-11;677
24;Gratis E-Tickets;2020-07-11;4324
28;Entree Groepen WILDLANDS;2020-07-11;4
27;Acties Joint Promotions gesloten e-tickets;2020-07-11;504
29;Abonnement WILDLANDS;2020-07-11;504
30;Inkoop Overig;2020-07-11;18
31;Acties Joint Promotions open Overig;2020-07-11;42
32;Acties Joint Promotions gesloten Overig;2020-07-11;17
1;Vol betalend;2020-07-12;206
2;Groepen;2020-07-12;7
5;Gratis;2020-07-12;7
20;Acties Overig;2020-07-12;85
6;Accommodatiehouder e-tickets;2020-07-12;45
23;Inkoop E-tickets;2020-07-12;922
8;Abonnement;2020-07-12;29
31;Acties Joint Promotions open Overig;2020-07-12;36
19;Acties E-Ticket;2020-07-12;1259
21;Accommodatiehouder meerdagenpas;2020-07-12;2
22;Acties Joint Promotions Open e-tickets;2020-07-12;413
24;Gratis E-Tickets;2020-07-12;4668
27;Acties Joint Promotions gesloten e-tickets;2020-07-12;659
29;Abonnement WILDLANDS;2020-07-12;866
30;Inkoop Overig;2020-07-12;26
32;Acties Joint Promotions gesloten Overig;2020-07-12;28
5;Gratis;2020-07-13;16
1;Vol betalend;2020-07-13;64
8;Abonnement;2020-07-13;14
6;Accommodatiehouder e-tickets;2020-07-13;96
23;Inkoop E-tickets;2020-07-13;742
19;Acties E-Ticket;2020-07-13;1384
24;Gratis E-Tickets;2020-07-13;4147
20;Acties Overig;2020-07-13;45
29;Abonnement WILDLANDS;2020-07-13;519
22;Acties Joint Promotions Open e-tickets;2020-07-13;484
31;Acties Joint Promotions open Overig;2020-07-13;20
27;Acties Joint Promotions gesloten e-tickets;2020-07-13;761
32;Acties Joint Promotions gesloten Overig;2020-07-13;32
28;Entree Groepen WILDLANDS;2020-07-13;2
30;Inkoop Overig;2020-07-13;41
1;Vol betalend;2020-07-14;121
5;Gratis;2020-07-14;13
6;Accommodatiehouder e-tickets;2020-07-14;55
20;Acties Overig;2020-07-14;58
8;Abonnement;2020-07-14;9
21;Accommodatiehouder meerdagenpas;2020-07-14;4
19;Acties E-Ticket;2020-07-14;947
23;Inkoop E-tickets;2020-07-14;548
22;Acties Joint Promotions Open e-tickets;2020-07-14;372
28;Entree Groepen WILDLANDS;2020-07-14;26
24;Gratis E-Tickets;2020-07-14;3133
29;Abonnement WILDLANDS;2020-07-14;344
27;Acties Joint Promotions gesloten e-tickets;2020-07-14;485
31;Acties Joint Promotions open Overig;2020-07-14;37
30;Inkoop Overig;2020-07-14;16
1;Vol betalend;2020-07-15;131
2;Groepen;2020-07-15;4
6;Accommodatiehouder e-tickets;2020-07-15;91
5;Gratis;2020-07-15;25
19;Acties E-Ticket;2020-07-15;1588
8;Abonnement;2020-07-15;10
20;Acties Overig;2020-07-15;72
21;Accommodatiehouder meerdagenpas;2020-07-15;3
22;Acties Joint Promotions Open e-tickets;2020-07-15;660
23;Inkoop E-tickets;2020-07-15;737
27;Acties Joint Promotions gesloten e-tickets;2020-07-15;868
24;Gratis E-Tickets;2020-07-15;4688
28;Entree Groepen WILDLANDS;2020-07-15;11
29;Abonnement WILDLANDS;2020-07-15;383
30;Inkoop Overig;2020-07-15;16
31;Acties Joint Promotions open Overig;2020-07-15;55
32;Acties Joint Promotions gesloten Overig;2020-07-15;16
1;Vol betalend;2020-07-16;155
5;Gratis;2020-07-16;14
6;Accommodatiehouder e-tickets;2020-07-16;105
8;Abonnement;2020-07-16;22
19;Acties E-Ticket;2020-07-16;1503
11;Vol betalend E-Ticket;2020-07-16;4
20;Acties Overig;2020-07-16;45
21;Accommodatiehouder meerdagenpas;2020-07-16;4
22;Acties Joint Promotions Open e-tickets;2020-07-16;535
23;Inkoop E-tickets;2020-07-16;825
27;Acties Joint Promotions gesloten e-tickets;2020-07-16;925
24;Gratis E-Tickets;2020-07-16;4599
28;Entree Groepen WILDLANDS;2020-07-16;4
29;Abonnement WILDLANDS;2020-07-16;367
30;Inkoop Overig;2020-07-16;21
31;Acties Joint Promotions open Overig;2020-07-16;30
32;Acties Joint Promotions gesloten Overig;2020-07-16;4
1;Vol betalend;2020-07-17;111
2;Groepen;2020-07-17;9
6;Accommodatiehouder e-tickets;2020-07-17;110
5;Gratis;2020-07-17;19
11;Vol betalend E-Ticket;2020-07-17;3
8;Abonnement;2020-07-17;20
19;Acties E-Ticket;2020-07-17;1304
23;Inkoop E-tickets;2020-07-17;855
20;Acties Overig;2020-07-17;49
24;Gratis E-Tickets;2020-07-17;4639
22;Acties Joint Promotions Open e-tickets;2020-07-17;567
29;Abonnement WILDLANDS;2020-07-17;463
27;Acties Joint Promotions gesloten e-tickets;2020-07-17;942
31;Acties Joint Promotions open Overig;2020-07-17;43
28;Entree Groepen WILDLANDS;2020-07-17;3
32;Acties Joint Promotions gesloten Overig;2020-07-17;8
30;Inkoop Overig;2020-07-17;12
5;Gratis;2020-07-18;17
1;Vol betalend;2020-07-18;88
6;Accommodatiehouder e-tickets;2020-07-18;58
2;Groepen;2020-07-18;12
8;Abonnement;2020-07-18;11
20;Acties Overig;2020-07-18;26
19;Acties E-Ticket;2020-07-18;1371
23;Inkoop E-tickets;2020-07-18;809
22;Acties Joint Promotions Open e-tickets;2020-07-18;511
28;Entree Groepen WILDLANDS;2020-07-18;7
24;Gratis E-Tickets;2020-07-18;3947
31;Acties Joint Promotions open Overig;2020-07-18;30
27;Acties Joint Promotions gesloten e-tickets;2020-07-18;630
29;Abonnement WILDLANDS;2020-07-18;512
30;Inkoop Overig;2020-07-18;3
32;Acties Joint Promotions gesloten Overig;2020-07-18;4
5;Gratis;2020-07-19;11
1;Vol betalend;2020-07-19;272
8;Abonnement;2020-07-19;22
6;Accommodatiehouder e-tickets;2020-07-19;98
11;Vol betalend E-Ticket;2020-07-19;4
20;Acties Overig;2020-07-19;39
19;Acties E-Ticket;2020-07-19;1375
22;Acties Joint Promotions Open e-tickets;2020-07-19;499
24;Gratis E-Tickets;2020-07-19;4547
23;Inkoop E-tickets;2020-07-19;880
27;Acties Joint Promotions gesloten e-tickets;2020-07-19;613
28;Entree Groepen WILDLANDS;2020-07-19;9
29;Abonnement WILDLANDS;2020-07-19;651
30;Inkoop Overig;2020-07-19;3
32;Acties Joint Promotions gesloten Overig;2020-07-19;16
31;Acties Joint Promotions open Overig;2020-07-19;47
1;Vol betalend;2020-07-20;117
5;Gratis;2020-07-20;48
6;Accommodatiehouder e-tickets;2020-07-20;79
8;Abonnement;2020-07-20;14
19;Acties E-Ticket;2020-07-20;1365
20;Acties Overig;2020-07-20;48
22;Acties Joint Promotions Open e-tickets;2020-07-20;636
23;Inkoop E-tickets;2020-07-20;953
24;Gratis E-Tickets;2020-07-20;4709
28;Entree Groepen WILDLANDS;2020-07-20;24
27;Acties Joint Promotions gesloten e-tickets;2020-07-20;1083
29;Abonnement WILDLANDS;2020-07-20;339
30;Inkoop Overig;2020-07-20;20
31;Acties Joint Promotions open Overig;2020-07-20;9
32;Acties Joint Promotions gesloten Overig;2020-07-20;16
1;Vol betalend;2020-07-21;119
2;Groepen;2020-07-21;5
6;Accommodatiehouder e-tickets;2020-07-21;60
5;Gratis;2020-07-21;56
8;Abonnement;2020-07-21;3
20;Acties Overig;2020-07-21;20
11;Vol betalend E-Ticket;2020-07-21;2
21;Accommodatiehouder meerdagenpas;2020-07-21;2
19;Acties E-Ticket;2020-07-21;1397
23;Inkoop E-tickets;2020-07-21;1025
22;Acties Joint Promotions Open e-tickets;2020-07-21;585
28;Entree Groepen WILDLANDS;2020-07-21;22
24;Gratis E-Tickets;2020-07-21;4941
31;Acties Joint Promotions open Overig;2020-07-21;28
27;Acties Joint Promotions gesloten e-tickets;2020-07-21;991
29;Abonnement WILDLANDS;2020-07-21;334
30;Inkoop Overig;2020-07-21;48
32;Acties Joint Promotions gesloten Overig;2020-07-21;9
5;Gratis;2020-07-22;35
1;Vol betalend;2020-07-22;148
6;Accommodatiehouder e-tickets;2020-07-22;47
20;Acties Overig;2020-07-22;40
8;Abonnement;2020-07-22;12
23;Inkoop E-tickets;2020-07-22;987
19;Acties E-Ticket;2020-07-22;1419
28;Entree Groepen WILDLANDS;2020-07-22;4
21;Accommodatiehouder meerdagenpas;2020-07-22;4
30;Inkoop Overig;2020-07-22;27
22;Acties Joint Promotions Open e-tickets;2020-07-22;597
31;Acties Joint Promotions open Overig;2020-07-22;46
24;Gratis E-Tickets;2020-07-22;4307
27;Acties Joint Promotions gesloten e-tickets;2020-07-22;960
29;Abonnement WILDLANDS;2020-07-22;259
32;Acties Joint Promotions gesloten Overig;2020-07-22;3
2;Groepen;2020-07-23;8
1;Vol betalend;2020-07-23;72
5;Gratis;2020-07-23;33
6;Accommodatiehouder e-tickets;2020-07-23;87
8;Abonnement;2020-07-23;1
19;Acties E-Ticket;2020-07-23;1421
20;Acties Overig;2020-07-23;62
22;Acties Joint Promotions Open e-tickets;2020-07-23;686
