"","Ticket ID","Type of Ticket","Date","Nr Used Entrances","Temperature (mean)","Precipitation (sum)","Holiday_Germany","Holiday_Netherlands","Event","Campaign_Netherlands","Campaign_Germany"
"1",2,"Groepen",2023-01-02,1,9.5,8.1,"0","0","0","0","0"
"2",1,"Vol betalend",2023-01-02,100,9.5,8.1,"0","0","0","0","0"
"3",5,"Gratis",2023-01-02,112,9.5,8.1,"0","0","0","0","0"
"4",6,"Accommodatiehouder e-tickets",2023-01-02,12,9.5,8.1,"0","0","0","0","0"
"5",11,"Vol betalend E-Ticket",2023-01-02,988,9.5,8.1,"0","0","0","0","0"
"6",20,"Acties Overig",2023-01-02,50,9.5,8.1,"0","0","0","0","0"
"7",24,"Gratis E-Tickets",2023-01-02,117,9.5,8.1,"0","0","0","0","0"
"8",22,"Acties Joint Promotions Open e-tickets",2023-01-02,59,9.5,8.1,"0","0","0","0","0"
"9",27,"Acties Joint Promotions gesloten e-tickets",2023-01-02,271,9.5,8.1,"0","0","0","0","0"
"10",23,"Inkoop E-tickets",2023-01-02,35,9.5,8.1,"0","0","0","0","0"
"11",29,"Abonnement WILDLANDS",2023-01-02,1848,9.5,8.1,"0","0","0","0","0"
"12",28,"Entree Groepen WILDLANDS",2023-01-02,27,9.5,8.1,"0","0","0","0","0"
"13",32,"Acties Joint Promotions gesloten Overig",2023-01-02,2,9.5,8.1,"0","0","0","0","0"
"14",31,"Acties Joint Promotions open Overig",2023-01-02,20,9.5,8.1,"0","0","0","0","0"
"15",1,"Vol betalend",2023-01-03,228,4.8,0.2,"0","0","0","0","0"
"16",5,"Gratis",2023-01-03,209,4.8,0.2,"0","0","0","0","0"
"17",6,"Accommodatiehouder e-tickets",2023-01-03,66,4.8,0.2,"0","0","0","0","0"
"18",20,"Acties Overig",2023-01-03,131,4.8,0.2,"0","0","0","0","0"
"19",8,"Abonnement",2023-01-03,4,4.8,0.2,"0","0","0","0","0"
"20",23,"Inkoop E-tickets",2023-01-03,108,4.8,0.2,"0","0","0","0","0"
"21",11,"Vol betalend E-Ticket",2023-01-03,1605,4.8,0.2,"0","0","0","0","0"
"22",28,"Entree Groepen WILDLANDS",2023-01-03,41,4.8,0.2,"0","0","0","0","0"
"23",22,"Acties Joint Promotions Open e-tickets",2023-01-03,100,4.8,0.2,"0","0","0","0","0"
"24",29,"Abonnement WILDLANDS",2023-01-03,3029,4.8,0.2,"0","0","0","0","0"
"25",24,"Gratis E-Tickets",2023-01-03,176,4.8,0.2,"0","0","0","0","0"
"26",31,"Acties Joint Promotions open Overig",2023-01-03,44,4.8,0.2,"0","0","0","0","0"
"27",27,"Acties Joint Promotions gesloten e-tickets",2023-01-03,868,4.8,0.2,"0","0","0","0","0"
"28",30,"Inkoop Overig",2023-01-03,3,4.8,0.2,"0","0","0","0","0"
"29",32,"Acties Joint Promotions gesloten Overig",2023-01-03,13,4.8,0.2,"0","0","0","0","0"
"30",38,"Groepen E-Tickets",2023-01-03,1,4.8,0.2,"0","0","0","0","0"
"31",5,"Gratis",2023-01-04,54,10,20.1,"0","0","0","0","0"
"32",1,"Vol betalend",2023-01-04,109,10,20.1,"0","0","0","0","0"
"33",8,"Abonnement",2023-01-04,1,10,20.1,"0","0","0","0","0"
"34",6,"Accommodatiehouder e-tickets",2023-01-04,22,10,20.1,"0","0","0","0","0"
"35",11,"Vol betalend E-Ticket",2023-01-04,1162,10,20.1,"0","0","0","0","0"
"36",20,"Acties Overig",2023-01-04,57,10,20.1,"0","0","0","0","0"
"37",19,"Acties E-Ticket",2023-01-04,3,10,20.1,"0","0","0","0","0"
"38",22,"Acties Joint Promotions Open e-tickets",2023-01-04,60,10,20.1,"0","0","0","0","0"
"39",23,"Inkoop E-tickets",2023-01-04,71,10,20.1,"0","0","0","0","0"
"40",27,"Acties Joint Promotions gesloten e-tickets",2023-01-04,393,10,20.1,"0","0","0","0","0"
"41",24,"Gratis E-Tickets",2023-01-04,88,10,20.1,"0","0","0","0","0"
"42",28,"Entree Groepen WILDLANDS",2023-01-04,43,10,20.1,"0","0","0","0","0"
"43",29,"Abonnement WILDLANDS",2023-01-04,1799,10,20.1,"0","0","0","0","0"
"44",30,"Inkoop Overig",2023-01-04,1,10,20.1,"0","0","0","0","0"
"45",31,"Acties Joint Promotions open Overig",2023-01-04,18,10,20.1,"0","0","0","0","0"
"46",1,"Vol betalend",2023-01-05,228,9,3,"0","0","0","0","0"
"47",5,"Gratis",2023-01-05,268,9,3,"0","0","0","0","0"
"48",2,"Groepen",2023-01-05,19,9,3,"0","0","0","0","0"
"49",6,"Accommodatiehouder e-tickets",2023-01-05,93,9,3,"0","0","0","0","0"
"50",20,"Acties Overig",2023-01-05,127,9,3,"0","0","0","0","0"
"51",11,"Vol betalend E-Ticket",2023-01-05,1764,9,3,"0","0","0","0","0"
"52",23,"Inkoop E-tickets",2023-01-05,147,9,3,"0","0","0","0","0"
"53",22,"Acties Joint Promotions Open e-tickets",2023-01-05,137,9,3,"0","0","0","0","0"
"54",28,"Entree Groepen WILDLANDS",2023-01-05,62,9,3,"0","0","0","0","0"
"55",24,"Gratis E-Tickets",2023-01-05,176,9,3,"0","0","0","0","0"
"56",31,"Acties Joint Promotions open Overig",2023-01-05,49,9,3,"0","0","0","0","0"
"57",27,"Acties Joint Promotions gesloten e-tickets",2023-01-05,875,9,3,"0","0","0","0","0"
"58",29,"Abonnement WILDLANDS",2023-01-05,3021,9,3,"0","0","0","0","0"
"59",30,"Inkoop Overig",2023-01-05,4,9,3,"0","0","0","0","0"
"60",32,"Acties Joint Promotions gesloten Overig",2023-01-05,38,9,3,"0","0","0","0","0"
"61",38,"Groepen E-Tickets",2023-01-05,4,9,3,"0","0","0","0","0"
"62",1,"Vol betalend",2023-01-06,126,9,2,"0","0","0","0","0"
"63",2,"Groepen",2023-01-06,1,9,2,"0","0","0","0","0"
"64",6,"Accommodatiehouder e-tickets",2023-01-06,42,9,2,"0","0","0","0","0"
"65",5,"Gratis",2023-01-06,138,9,2,"0","0","0","0","0"
"66",8,"Abonnement",2023-01-06,1,9,2,"0","0","0","0","0"
"67",20,"Acties Overig",2023-01-06,59,9,2,"0","0","0","0","0"
"68",11,"Vol betalend E-Ticket",2023-01-06,1615,9,2,"0","0","0","0","0"
"69",23,"Inkoop E-tickets",2023-01-06,70,9,2,"0","0","0","0","0"
"70",22,"Acties Joint Promotions Open e-tickets",2023-01-06,104,9,2,"0","0","0","0","0"
"71",28,"Entree Groepen WILDLANDS",2023-01-06,60,9,2,"0","0","0","0","0"
"72",24,"Gratis E-Tickets",2023-01-06,162,9,2,"0","0","0","0","0"
"73",29,"Abonnement WILDLANDS",2023-01-06,2836,9,2,"0","0","0","0","0"
"74",27,"Acties Joint Promotions gesloten e-tickets",2023-01-06,562,9,2,"0","0","0","0","0"
"75",31,"Acties Joint Promotions open Overig",2023-01-06,16,9,2,"0","0","0","0","0"
"76",32,"Acties Joint Promotions gesloten Overig",2023-01-06,18,9,2,"0","0","0","0","0"
"77",5,"Gratis",2023-01-07,133,9.5,0.3,"0","0","0","0","0"
"78",1,"Vol betalend",2023-01-07,150,9.5,0.3,"0","0","0","0","0"
"79",11,"Vol betalend E-Ticket",2023-01-07,1789,9.5,0.3,"0","0","0","0","0"
"80",6,"Accommodatiehouder e-tickets",2023-01-07,68,9.5,0.3,"0","0","0","0","0"
"81",24,"Gratis E-Tickets",2023-01-07,169,9.5,0.3,"0","0","0","0","0"
"82",20,"Acties Overig",2023-01-07,49,9.5,0.3,"0","0","0","0","0"
"83",27,"Acties Joint Promotions gesloten e-tickets",2023-01-07,516,9.5,0.3,"0","0","0","0","0"
"84",22,"Acties Joint Promotions Open e-tickets",2023-01-07,103,9.5,0.3,"0","0","0","0","0"
"85",29,"Abonnement WILDLANDS",2023-01-07,2804,9.5,0.3,"0","0","0","0","0"
"86",23,"Inkoop E-tickets",2023-01-07,97,9.5,0.3,"0","0","0","0","0"
"87",31,"Acties Joint Promotions open Overig",2023-01-07,26,9.5,0.3,"0","0","0","0","0"
"88",28,"Entree Groepen WILDLANDS",2023-01-07,37,9.5,0.3,"0","0","0","0","0"
"89",32,"Acties Joint Promotions gesloten Overig",2023-01-07,25,9.5,0.3,"0","0","0","0","0"
"90",30,"Inkoop Overig",2023-01-07,4,9.5,0.3,"0","0","0","0","0"
"91",38,"Groepen E-Tickets",2023-01-07,2,9.5,0.3,"0","0","0","0","0"
"92",5,"Gratis",2023-01-08,215,8.3,0.2,"0","0","0","0","0"
"93",1,"Vol betalend",2023-01-08,133,8.3,0.2,"0","0","0","0","0"
"94",8,"Abonnement",2023-01-08,2,8.3,0.2,"0","0","0","0","0"
"95",6,"Accommodatiehouder e-tickets",2023-01-08,15,8.3,0.2,"0","0","0","0","0"
"96",11,"Vol betalend E-Ticket",2023-01-08,873,8.3,0.2,"0","0","0","0","0"
"97",20,"Acties Overig",2023-01-08,42,8.3,0.2,"0","0","0","0","0"
"98",24,"Gratis E-Tickets",2023-01-08,101,8.3,0.2,"0","0","0","0","0"
"99",22,"Acties Joint Promotions Open e-tickets",2023-01-08,63,8.3,0.2,"0","0","0","0","0"
"100",29,"Abonnement WILDLANDS",2023-01-08,2314,8.3,0.2,"0","0","0","0","0"
"101",23,"Inkoop E-tickets",2023-01-08,65,8.3,0.2,"0","0","0","0","0"
"102",31,"Acties Joint Promotions open Overig",2023-01-08,9,8.3,0.2,"0","0","0","0","0"
"103",27,"Acties Joint Promotions gesloten e-tickets",2023-01-08,307,8.3,0.2,"0","0","0","0","0"
"104",32,"Acties Joint Promotions gesloten Overig",2023-01-08,23,8.3,0.2,"0","0","0","0","0"
"105",28,"Entree Groepen WILDLANDS",2023-01-08,18,8.3,0.2,"0","0","0","0","0"
"106",1,"Vol betalend",2023-01-09,12,5.8,3.8,"0","0","0","0","0"
"107",5,"Gratis",2023-01-09,18,5.8,3.8,"0","0","0","0","0"
"108",6,"Accommodatiehouder e-tickets",2023-01-09,16,5.8,3.8,"0","0","0","0","0"
"109",20,"Acties Overig",2023-01-09,2,5.8,3.8,"0","0","0","0","0"
"110",11,"Vol betalend E-Ticket",2023-01-09,18,5.8,3.8,"0","0","0","0","0"
"111",23,"Inkoop E-tickets",2023-01-09,4,5.8,3.8,"0","0","0","0","0"
"112",22,"Acties Joint Promotions Open e-tickets",2023-01-09,6,5.8,3.8,"0","0","0","0","0"
"113",28,"Entree Groepen WILDLANDS",2023-01-09,2,5.8,3.8,"0","0","0","0","0"
"114",24,"Gratis E-Tickets",2023-01-09,10,5.8,3.8,"0","0","0","0","0"
"115",27,"Acties Joint Promotions gesloten e-tickets",2023-01-09,47,5.8,3.8,"0","0","0","0","0"
"116",29,"Abonnement WILDLANDS",2023-01-09,97,5.8,3.8,"0","0","0","0","0"
"117",1,"Vol betalend",2023-01-10,23,5.6,4.6,"0","0","0","0","0"
"118",5,"Gratis",2023-01-10,44,5.6,4.6,"0","0","0","0","0"
"119",6,"Accommodatiehouder e-tickets",2023-01-10,3,5.6,4.6,"0","0","0","0","0"
"120",8,"Abonnement",2023-01-10,2,5.6,4.6,"0","0","0","0","0"
"121",11,"Vol betalend E-Ticket",2023-01-10,28,5.6,4.6,"0","0","0","0","0"
"122",24,"Gratis E-Tickets",2023-01-10,9,5.6,4.6,"0","0","0","0","0"
"123",20,"Acties Overig",2023-01-10,5,5.6,4.6,"0","0","0","0","0"
"124",29,"Abonnement WILDLANDS",2023-01-10,128,5.6,4.6,"0","0","0","0","0"
"125",22,"Acties Joint Promotions Open e-tickets",2023-01-10,10,5.6,4.6,"0","0","0","0","0"
"126",31,"Acties Joint Promotions open Overig",2023-01-10,4,5.6,4.6,"0","0","0","0","0"
"127",27,"Acties Joint Promotions gesloten e-tickets",2023-01-10,30,5.6,4.6,"0","0","0","0","0"
"128",1,"Vol betalend",2023-01-11,18,8.9,9.4,"0","0","0","0","0"
"129",5,"Gratis",2023-01-11,48,8.9,9.4,"0","0","0","0","0"
"130",6,"Accommodatiehouder e-tickets",2023-01-11,10,8.9,9.4,"0","0","0","0","0"
"131",8,"Abonnement",2023-01-11,2,8.9,9.4,"0","0","0","0","0"
"132",20,"Acties Overig",2023-01-11,4,8.9,9.4,"0","0","0","0","0"
"133",11,"Vol betalend E-Ticket",2023-01-11,26,8.9,9.4,"0","0","0","0","0"
"134",22,"Acties Joint Promotions Open e-tickets",2023-01-11,11,8.9,9.4,"0","0","0","0","0"
"135",23,"Inkoop E-tickets",2023-01-11,11,8.9,9.4,"0","0","0","0","0"
"136",27,"Acties Joint Promotions gesloten e-tickets",2023-01-11,54,8.9,9.4,"0","0","0","0","0"
"137",24,"Gratis E-Tickets",2023-01-11,13,8.9,9.4,"0","0","0","0","0"
"138",29,"Abonnement WILDLANDS",2023-01-11,284,8.9,9.4,"0","0","0","0","0"
"139",31,"Acties Joint Promotions open Overig",2023-01-11,17,8.9,9.4,"0","0","0","0","0"
"140",32,"Acties Joint Promotions gesloten Overig",2023-01-11,3,8.9,9.4,"0","0","0","0","0"
"141",1,"Vol betalend",2023-01-12,2,9.4,20,"0","0","0","0","0"
"142",5,"Gratis",2023-01-12,6,9.4,20,"0","0","0","0","0"
"143",6,"Accommodatiehouder e-tickets",2023-01-12,6,9.4,20,"0","0","0","0","0"
"144",11,"Vol betalend E-Ticket",2023-01-12,6,9.4,20,"0","0","0","0","0"
"145",22,"Acties Joint Promotions Open e-tickets",2023-01-12,2,9.4,20,"0","0","0","0","0"
"146",23,"Inkoop E-tickets",2023-01-12,4,9.4,20,"0","0","0","0","0"
"147",27,"Acties Joint Promotions gesloten e-tickets",2023-01-12,8,9.4,20,"0","0","0","0","0"
"148",24,"Gratis E-Tickets",2023-01-12,2,9.4,20,"0","0","0","0","0"
"149",29,"Abonnement WILDLANDS",2023-01-12,92,9.4,20,"0","0","0","0","0"
"150",5,"Gratis",2023-01-13,49,7.3,0.7,"0","0","0","0","0"
"151",1,"Vol betalend",2023-01-13,15,7.3,0.7,"0","0","0","0","0"
"152",20,"Acties Overig",2023-01-13,6,7.3,0.7,"0","0","0","0","0"
"153",6,"Accommodatiehouder e-tickets",2023-01-13,6,7.3,0.7,"0","0","0","0","0"
"154",11,"Vol betalend E-Ticket",2023-01-13,15,7.3,0.7,"0","0","0","0","0"
"155",22,"Acties Joint Promotions Open e-tickets",2023-01-13,4,7.3,0.7,"0","0","0","0","0"
"156",24,"Gratis E-Tickets",2023-01-13,6,7.3,0.7,"0","0","0","0","0"
"157",27,"Acties Joint Promotions gesloten e-tickets",2023-01-13,22,7.3,0.7,"0","0","0","0","0"
"158",29,"Abonnement WILDLANDS",2023-01-13,119,7.3,0.7,"0","0","0","0","0"
"159",5,"Gratis",2023-01-14,18,7.3,16.3,"0","0","0","0","0"
"160",1,"Vol betalend",2023-01-14,24,7.3,16.3,"0","0","0","0","0"
"161",23,"Inkoop E-tickets",2023-01-14,38,7.3,16.3,"0","0","0","0","0"
"162",6,"Accommodatiehouder e-tickets",2023-01-14,9,7.3,16.3,"0","0","0","0","0"
"163",24,"Gratis E-Tickets",2023-01-14,9,7.3,16.3,"0","0","0","0","0"
"164",11,"Vol betalend E-Ticket",2023-01-14,44,7.3,16.3,"0","0","0","0","0"
"165",29,"Abonnement WILDLANDS",2023-01-14,338,7.3,16.3,"0","0","0","0","0"
"166",20,"Acties Overig",2023-01-14,21,7.3,16.3,"0","0","0","0","0"
"167",31,"Acties Joint Promotions open Overig",2023-01-14,6,7.3,16.3,"0","0","0","0","0"
"168",22,"Acties Joint Promotions Open e-tickets",2023-01-14,30,7.3,16.3,"0","0","0","0","0"
"169",32,"Acties Joint Promotions gesloten Overig",2023-01-14,5,7.3,16.3,"0","0","0","0","0"
"170",27,"Acties Joint Promotions gesloten e-tickets",2023-01-14,82,7.3,16.3,"0","0","0","0","0"
"171",28,"Entree Groepen WILDLANDS",2023-01-14,23,7.3,16.3,"0","0","0","0","0"
"172",5,"Gratis",2023-01-15,136,5.5,6.4,"0","0","0","0","0"
"173",1,"Vol betalend",2023-01-15,31,5.5,6.4,"0","0","0","0","0"
"174",6,"Accommodatiehouder e-tickets",2023-01-15,14,5.5,6.4,"0","0","0","0","0"
"175",20,"Acties Overig",2023-01-15,20,5.5,6.4,"0","0","0","0","0"
"176",11,"Vol betalend E-Ticket",2023-01-15,63,5.5,6.4,"0","0","0","0","0"
"177",22,"Acties Joint Promotions Open e-tickets",2023-01-15,54,5.5,6.4,"0","0","0","0","0"
"178",24,"Gratis E-Tickets",2023-01-15,25,5.5,6.4,"0","0","0","0","0"
"179",23,"Inkoop E-tickets",2023-01-15,40,5.5,6.4,"0","0","0","0","0"
"180",27,"Acties Joint Promotions gesloten e-tickets",2023-01-15,177,5.5,6.4,"0","0","0","0","0"
"181",28,"Entree Groepen WILDLANDS",2023-01-15,8,5.5,6.4,"0","0","0","0","0"
"182",29,"Abonnement WILDLANDS",2023-01-15,788,5.5,6.4,"0","0","0","0","0"
"183",31,"Acties Joint Promotions open Overig",2023-01-15,14,5.5,6.4,"0","0","0","0","0"
"184",32,"Acties Joint Promotions gesloten Overig",2023-01-15,9,5.5,6.4,"0","0","0","0","0"
"185",6,"Accommodatiehouder e-tickets",2023-01-16,3,3.7,5.8,"0","0","0","0","0"
"186",5,"Gratis",2023-01-16,17,3.7,5.8,"0","0","0","0","0"
"187",11,"Vol betalend E-Ticket",2023-01-16,6,3.7,5.8,"0","0","0","0","0"
"188",20,"Acties Overig",2023-01-16,2,3.7,5.8,"0","0","0","0","0"
"189",22,"Acties Joint Promotions Open e-tickets",2023-01-16,4,3.7,5.8,"0","0","0","0","0"
"190",31,"Acties Joint Promotions open Overig",2023-01-16,2,3.7,5.8,"0","0","0","0","0"
"191",24,"Gratis E-Tickets",2023-01-16,3,3.7,5.8,"0","0","0","0","0"
"192",27,"Acties Joint Promotions gesloten e-tickets",2023-01-16,20,3.7,5.8,"0","0","0","0","0"
"193",29,"Abonnement WILDLANDS",2023-01-16,59,3.7,5.8,"0","0","0","0","0"
"194",5,"Gratis",2023-01-17,42,1.7,2.1,"0","0","0","0","0"
"195",1,"Vol betalend",2023-01-17,19,1.7,2.1,"0","0","0","0","0"
"196",23,"Inkoop E-tickets",2023-01-17,12,1.7,2.1,"0","0","0","0","0"
"197",6,"Accommodatiehouder e-tickets",2023-01-17,9,1.7,2.1,"0","0","0","0","0"
"198",24,"Gratis E-Tickets",2023-01-17,10,1.7,2.1,"0","0","0","0","0"
"199",11,"Vol betalend E-Ticket",2023-01-17,12,1.7,2.1,"0","0","0","0","0"
"200",29,"Abonnement WILDLANDS",2023-01-17,179,1.7,2.1,"0","0","0","0","0"
"201",20,"Acties Overig",2023-01-17,10,1.7,2.1,"0","0","0","0","0"
"202",31,"Acties Joint Promotions open Overig",2023-01-17,2,1.7,2.1,"0","0","0","0","0"
"203",22,"Acties Joint Promotions Open e-tickets",2023-01-17,2,1.7,2.1,"0","0","0","0","0"
"204",32,"Acties Joint Promotions gesloten Overig",2023-01-17,2,1.7,2.1,"0","0","0","0","0"
"205",27,"Acties Joint Promotions gesloten e-tickets",2023-01-17,39,1.7,2.1,"0","0","0","0","0"
"206",5,"Gratis",2023-01-18,53,0.3,2.4,"0","0","0","0","0"
"207",1,"Vol betalend",2023-01-18,17,0.3,2.4,"0","0","0","0","0"
"208",23,"Inkoop E-tickets",2023-01-18,6,0.3,2.4,"0","0","0","0","0"
"209",6,"Accommodatiehouder e-tickets",2023-01-18,10,0.3,2.4,"0","0","0","0","0"
"210",24,"Gratis E-Tickets",2023-01-18,12,0.3,2.4,"0","0","0","0","0"
"211",11,"Vol betalend E-Ticket",2023-01-18,28,0.3,2.4,"0","0","0","0","0"
"212",29,"Abonnement WILDLANDS",2023-01-18,353,0.3,2.4,"0","0","0","0","0"
"213",20,"Acties Overig",2023-01-18,11,0.3,2.4,"0","0","0","0","0"
"214",22,"Acties Joint Promotions Open e-tickets",2023-01-18,4,0.3,2.4,"0","0","0","0","0"
"215",27,"Acties Joint Promotions gesloten e-tickets",2023-01-18,57,0.3,2.4,"0","0","0","0","0"
"216",28,"Entree Groepen WILDLANDS",2023-01-18,22,0.3,2.4,"0","0","0","0","0"
"217",30,"Inkoop Overig",2023-01-18,1,0.3,2.4,"0","0","0","0","0"
"218",5,"Gratis",2023-01-19,46,2,0.6,"0","0","0","0","0"
"219",1,"Vol betalend",2023-01-19,12,2,0.6,"0","0","0","0","0"
"220",6,"Accommodatiehouder e-tickets",2023-01-19,7,2,0.6,"0","0","0","0","0"
"221",20,"Acties Overig",2023-01-19,3,2,0.6,"0","0","0","0","0"
"222",11,"Vol betalend E-Ticket",2023-01-19,8,2,0.6,"0","0","0","0","0"
"223",23,"Inkoop E-tickets",2023-01-19,4,2,0.6,"0","0","0","0","0"
"224",22,"Acties Joint Promotions Open e-tickets",2023-01-19,5,2,0.6,"0","0","0","0","0"
"225",24,"Gratis E-Tickets",2023-01-19,1,2,0.6,"0","0","0","0","0"
"226",27,"Acties Joint Promotions gesloten e-tickets",2023-01-19,12,2,0.6,"0","0","0","0","0"
"227",29,"Abonnement WILDLANDS",2023-01-19,185,2,0.6,"0","0","0","0","0"
"228",32,"Acties Joint Promotions gesloten Overig",2023-01-19,3,2,0.6,"0","0","0","0","0"
"229",1,"Vol betalend",2023-01-20,17,-0.5,0,"0","0","0","0","0"
"230",5,"Gratis",2023-01-20,49,-0.5,0,"0","0","0","0","0"
"231",6,"Accommodatiehouder e-tickets",2023-01-20,11,-0.5,0,"0","0","0","0","0"
"232",20,"Acties Overig",2023-01-20,3,-0.5,0,"0","0","0","0","0"
"233",11,"Vol betalend E-Ticket",2023-01-20,27,-0.5,0,"0","0","0","0","0"
"234",23,"Inkoop E-tickets",2023-01-20,14,-0.5,0,"0","0","0","0","0"
"235",22,"Acties Joint Promotions Open e-tickets",2023-01-20,8,-0.5,0,"0","0","0","0","0"
"236",26,"Entree Scholen WILDLANDS",2023-01-20,10,-0.5,0,"0","0","0","0","0"
"237",24,"Gratis E-Tickets",2023-01-20,11,-0.5,0,"0","0","0","0","0"
"238",28,"Entree Groepen WILDLANDS",2023-01-20,1,-0.5,0,"0","0","0","0","0"
"239",27,"Acties Joint Promotions gesloten e-tickets",2023-01-20,29,-0.5,0,"0","0","0","0","0"
"240",29,"Abonnement WILDLANDS",2023-01-20,273,-0.5,0,"0","0","0","0","0"
"241",32,"Acties Joint Promotions gesloten Overig",2023-01-20,7,-0.5,0,"0","0","0","0","0"
"242",31,"Acties Joint Promotions open Overig",2023-01-20,2,-0.5,0,"0","0","0","0","0"
"243",5,"Gratis",2023-01-21,110,-0.4,0,"0","0","0","0","0"
"244",1,"Vol betalend",2023-01-21,70,-0.4,0,"0","0","0","0","0"
"245",23,"Inkoop E-tickets",2023-01-21,101,-0.4,0,"0","0","0","0","0"
"246",6,"Accommodatiehouder e-tickets",2023-01-21,44,-0.4,0,"0","0","0","0","0"
"247",24,"Gratis E-Tickets",2023-01-21,27,-0.4,0,"0","0","0","0","0"
"248",11,"Vol betalend E-Ticket",2023-01-21,124,-0.4,0,"0","0","0","0","0"
"249",29,"Abonnement WILDLANDS",2023-01-21,822,-0.4,0,"0","0","0","0","0"
"250",20,"Acties Overig",2023-01-21,29,-0.4,0,"0","0","0","0","0"
"251",31,"Acties Joint Promotions open Overig",2023-01-21,23,-0.4,0,"0","0","0","0","0"
"252",22,"Acties Joint Promotions Open e-tickets",2023-01-21,48,-0.4,0,"0","0","0","0","0"
"253",32,"Acties Joint Promotions gesloten Overig",2023-01-21,16,-0.4,0,"0","0","0","0","0"
"254",27,"Acties Joint Promotions gesloten e-tickets",2023-01-21,270,-0.4,0,"0","0","0","0","0"
"255",28,"Entree Groepen WILDLANDS",2023-01-21,15,-0.4,0,"0","0","0","0","0"
"256",5,"Gratis",2023-01-22,161,0.4,0,"0","0","0","0","0"
"257",1,"Vol betalend",2023-01-22,82,0.4,0,"0","0","0","0","0"
"258",8,"Abonnement",2023-01-22,1,0.4,0,"0","0","0","0","0"
"259",6,"Accommodatiehouder e-tickets",2023-01-22,19,0.4,0,"0","0","0","0","0"
"260",23,"Inkoop E-tickets",2023-01-22,116,0.4,0,"0","0","0","0","0"
"261",11,"Vol betalend E-Ticket",2023-01-22,83,0.4,0,"0","0","0","0","0"
"262",24,"Gratis E-Tickets",2023-01-22,25,0.4,0,"0","0","0","0","0"
"263",20,"Acties Overig",2023-01-22,36,0.4,0,"0","0","0","0","0"
"264",29,"Abonnement WILDLANDS",2023-01-22,1481,0.4,0,"0","0","0","0","0"
"265",22,"Acties Joint Promotions Open e-tickets",2023-01-22,64,0.4,0,"0","0","0","0","0"
"266",31,"Acties Joint Promotions open Overig",2023-01-22,11,0.4,0,"0","0","0","0","0"
"267",27,"Acties Joint Promotions gesloten e-tickets",2023-01-22,233,0.4,0,"0","0","0","0","0"
"268",32,"Acties Joint Promotions gesloten Overig",2023-01-22,9,0.4,0,"0","0","0","0","0"
"269",1,"Vol betalend",2023-01-23,22,2.4,0,"0","0","0","0","0"
"270",5,"Gratis",2023-01-23,55,2.4,0,"0","0","0","0","0"
"271",20,"Acties Overig",2023-01-23,9,2.4,0,"0","0","0","0","0"
"272",6,"Accommodatiehouder e-tickets",2023-01-23,8,2.4,0,"0","0","0","0","0"
"273",23,"Inkoop E-tickets",2023-01-23,14,2.4,0,"0","0","0","0","0"
"274",11,"Vol betalend E-Ticket",2023-01-23,22,2.4,0,"0","0","0","0","0"
"275",26,"Entree Scholen WILDLANDS",2023-01-23,68,2.4,0,"0","0","0","0","0"
"276",22,"Acties Joint Promotions Open e-tickets",2023-01-23,13,2.4,0,"0","0","0","0","0"
"277",31,"Acties Joint Promotions open Overig",2023-01-23,3,2.4,0,"0","0","0","0","0"
"278",24,"Gratis E-Tickets",2023-01-23,6,2.4,0,"0","0","0","0","0"
"279",27,"Acties Joint Promotions gesloten e-tickets",2023-01-23,48,2.4,0,"0","0","0","0","0"
"280",29,"Abonnement WILDLANDS",2023-01-23,146,2.4,0,"0","0","0","0","0"
"281",32,"Acties Joint Promotions gesloten Overig",2023-01-23,4,2.4,0,"0","0","0","0","0"
"282",5,"Gratis",2023-01-24,18,1.1,0,"0","0","0","0","0"
"283",1,"Vol betalend",2023-01-24,14,1.1,0,"0","0","0","0","0"
"284",20,"Acties Overig",2023-01-24,5,1.1,0,"0","0","0","0","0"
"285",6,"Accommodatiehouder e-tickets",2023-01-24,4,1.1,0,"0","0","0","0","0"
"286",23,"Inkoop E-tickets",2023-01-24,4,1.1,0,"0","0","0","0","0"
"287",11,"Vol betalend E-Ticket",2023-01-24,24,1.1,0,"0","0","0","0","0"
"288",29,"Abonnement WILDLANDS",2023-01-24,156,1.1,0,"0","0","0","0","0"
"289",22,"Acties Joint Promotions Open e-tickets",2023-01-24,8,1.1,0,"0","0","0","0","0"
"290",24,"Gratis E-Tickets",2023-01-24,9,1.1,0,"0","0","0","0","0"
"291",27,"Acties Joint Promotions gesloten e-tickets",2023-01-24,59,1.1,0,"0","0","0","0","0"
"292",5,"Gratis",2023-01-25,46,-1.6,0,"0","0","0","0","0"
"293",1,"Vol betalend",2023-01-25,30,-1.6,0,"0","0","0","0","0"
"294",11,"Vol betalend E-Ticket",2023-01-25,17,-1.6,0,"0","0","0","0","0"
"295",6,"Accommodatiehouder e-tickets",2023-01-25,7,-1.6,0,"0","0","0","0","0"
"296",24,"Gratis E-Tickets",2023-01-25,13,-1.6,0,"0","0","0","0","0"
"297",20,"Acties Overig",2023-01-25,11,-1.6,0,"0","0","0","0","0"
"298",27,"Acties Joint Promotions gesloten e-tickets",2023-01-25,62,-1.6,0,"0","0","0","0","0"
"299",22,"Acties Joint Promotions Open e-tickets",2023-01-25,10,-1.6,0,"0","0","0","0","0"
